text,label
Fix production bug urgently task #3279,Medium
طلب شراء أجهزة كمبيوتر جديدة رقم 2401,High
Create timeline for new project task #1129,Medium
Create timeline for new project task #4402,Low
Team feedback session task #276,Low
تصحيح خطأ في بوابة الدفع رقم 1455,Low
Fix production bug urgently task #3612,High
Respond to client complaints immediately task #3034,High
إصلاح عاجل لمشكلة في الخادم رقم 3463,Medium
Order new printers task #929,Medium
تخطيط لحملة تسويقية رقم 1310,Medium
Handle customer refund request task #1564,Medium
نشر التحديثات الجديدة على السيرفر رقم 4708,High
Fix production bug urgently task #4498,Medium
Book travel tickets for conference task #1032,High
Submit annual financial report task #3542,High
Check emails task #2667,Medium
Book travel tickets for conference task #2553,High
Prepare monthly KPI dashboard task #3049,Medium
نشر التحديثات الجديدة على السيرفر رقم 574,High
تحديث أمني هام جداً رقم 3175,Medium
تحديث أمني هام جداً رقم 537,Medium
Update antivirus software task #4852,Low
Prepare monthly KPI dashboard task #1089,Low
تحديث مستندات المشروع رقم 363,High
Submit annual financial report task #3631,Low
اجتماع الفريق الأسبوعي رقم 2153,High
طلب شراء أجهزة كمبيوتر جديدة رقم 1986,High
متابعة الفاتورة مع المورد رقم 1650,Medium
تحضير عرض تقديمي للاجتماع رقم 4604,High
تخطيط لحملة تسويقية رقم 4607,High
Weekly team sync task #4140,High
Update antivirus software task #3962,Medium
Prepare monthly KPI dashboard task #511,Medium
إرسال التقرير النهائي غداً رقم 173,High
Deploy release candidate task #4914,Medium
تصحيح خطأ في بوابة الدفع رقم 2220,Medium
Plan for team outing task #4434,Low
إجراء نسخ احتياطي لقاعدة البيانات رقم 3537,Medium
Fix login issue reported by users task #4797,Medium
Prepare monthly KPI dashboard task #1757,Medium
نشاط ترفيهي للفريق الأسبوع القادم رقم 4345,Medium
Deploy release candidate task #4261,Medium
Daily standup notes task #3885,High
تحديث أمني هام جداً رقم 2918,High
Weekly team sync task #25,Medium
Refactor legacy code task #2392,Medium
Weekly team sync task #1281,Low
Respond to client complaints immediately task #1129,High
Fix production bug urgently task #4110,Medium
تحديث أمني هام جداً رقم 2724,Medium
Set up monitoring alerts task #3990,Medium
إرسال التقرير النهائي غداً رقم 3674,Low
Create timeline for new project task #3916,High
Weekly team sync task #775,Low
تصحيح خطأ في بوابة الدفع رقم 1329,Medium
Set up monitoring alerts task #3028,Low
Order new printers task #2838,Medium
تحضير عرض تقديمي للاجتماع رقم 2575,Low
تنظيم تدقيق ربعي رقم 4219,Low
طلب شراء أجهزة كمبيوتر جديدة رقم 2986,Low
نشاط ترفيهي للفريق الأسبوع القادم رقم 2365,High
تخطيط لحملة تسويقية رقم 922,High
نشر التحديثات الجديدة على السيرفر رقم 1652,High
Respond to client complaints immediately task #371,High
إرسال التقرير النهائي غداً رقم 3802,Medium
تصحيح خطأ في بوابة الدفع رقم 611,Medium
تنظيم تدقيق ربعي رقم 21,High
تنظيم تدقيق ربعي رقم 1623,Medium
تخطيط لحملة تسويقية رقم 637,High
Respond to client complaints immediately task #3066,Low
تخطيط لحملة تسويقية رقم 615,Medium
الرد على استفسارات العملاء رقم 4408,Medium
Schedule interviews for new hires task #2478,High
Prepare monthly KPI dashboard task #1459,Medium
تخطيط لحملة تسويقية رقم 2283,High
تصحيح خطأ في بوابة الدفع رقم 4123,High
جدولة إجازة رقم 1542,Low
الرد على استفسارات العملاء رقم 3500,Medium
شراء مستلزمات المكتب رقم 1197,High
Plan for team outing task #2298,Medium
جدولة إجازة رقم 4820,Medium
نشر التحديثات الجديدة على السيرفر رقم 659,Low
Submit annual financial report task #415,High
Fix production bug urgently task #4383,Low
إجراء نسخ احتياطي لقاعدة البيانات رقم 4490,Medium
Set up monitoring alerts task #1424,Medium
Prepare for board meeting task #525,High
Team feedback session task #1140,Medium
تنظيم تدقيق ربعي رقم 4703,High
Plan for team outing task #1958,Medium
نشر التحديثات الجديدة على السيرفر رقم 3302,High
شكوى من العميل - يجب حلها فوراً رقم 285,High
تحضير عرض تقديمي للاجتماع رقم 4155,Medium
تنظيم تدقيق ربعي رقم 4913,High
إجراء نسخ احتياطي لقاعدة البيانات رقم 1450,High
Prepare for board meeting task #735,High
Book travel tickets for conference task #3998,Low
نشر التحديثات الجديدة على السيرفر رقم 1503,Medium
Handle customer refund request task #1279,Medium
Handle customer refund request task #3195,High
Prepare monthly KPI dashboard task #3490,Low
مراجعة الكود للميزة الجديدة رقم 4639,High
Book travel tickets for conference task #4029,Medium
Handle customer refund request task #1240,Medium
Update antivirus software task #3459,High
Refactor legacy code task #4931,Low
شكوى من العميل - يجب حلها فوراً رقم 4852,Medium
تحضير عرض تقديمي للاجتماع رقم 2888,High
Team feedback session task #3588,Medium
Update antivirus software task #4402,Medium
اجتماع الفريق الأسبوعي رقم 3767,Medium
Plan for team outing task #1547,Medium
Fix production bug urgently task #4455,High
Update antivirus software task #896,Medium
Create timeline for new project task #2371,Medium
Create timeline for new project task #129,High
طلب شراء أجهزة كمبيوتر جديدة رقم 2209,Medium
الرد على استفسارات العملاء رقم 3418,Medium
Set up monitoring alerts task #2457,High
إرسال التقرير النهائي غداً رقم 2953,High
تصحيح خطأ في بوابة الدفع رقم 1130,High
اجتماع الفريق الأسبوعي رقم 3584,High
تخطيط لحملة تسويقية رقم 2605,Low
نشر التحديثات الجديدة على السيرفر رقم 3928,High
الرد على استفسارات العملاء رقم 3555,Medium
تحديث أمني هام جداً رقم 2526,Medium
تحضير عرض تقديمي للاجتماع رقم 874,Low
طلب شراء أجهزة كمبيوتر جديدة رقم 2525,High
إجراء نسخ احتياطي لقاعدة البيانات رقم 2732,High
شراء مستلزمات المكتب رقم 4683,High
Schedule interviews for new hires task #4033,Medium
إصلاح عاجل لمشكلة في الخادم رقم 1820,High
شكوى من العميل - يجب حلها فوراً رقم 640,High
طلب شراء أجهزة كمبيوتر جديدة رقم 3088,Medium
Update antivirus software task #1749,Medium
تحديث أمني هام جداً رقم 3579,High
تصحيح خطأ في بوابة الدفع رقم 956,High
نشاط ترفيهي للفريق الأسبوع القادم رقم 1992,High
إصلاح عاجل لمشكلة في الخادم رقم 3686,Low
مراجعة الكود للميزة الجديدة رقم 634,Low
Set up monitoring alerts task #3811,Low
Order new printers task #4297,Medium
تحضير عرض تقديمي للاجتماع رقم 4156,Low
طلب شراء أجهزة كمبيوتر جديدة رقم 1818,High
جدولة إجازة رقم 2717,Medium
تحديث مستندات المشروع رقم 1019,High
إصلاح عاجل لمشكلة في الخادم رقم 3577,Medium
Deploy release candidate task #2011,High
إصلاح عاجل لمشكلة في الخادم رقم 1483,Low
Deploy release candidate task #3394,High
الرد على استفسارات العملاء رقم 1880,High
Fix production bug urgently task #590,Low
Daily standup notes task #2347,Medium
Prepare monthly KPI dashboard task #292,Medium
Create timeline for new project task #4261,Medium
نشاط ترفيهي للفريق الأسبوع القادم رقم 1214,High
Handle customer refund request task #3648,High
تحضير عرض تقديمي للاجتماع رقم 1104,High
Update antivirus software task #4652,High
Update antivirus software task #527,Medium
تحديث أمني هام جداً رقم 1863,High
Refactor legacy code task #1733,Medium
Plan for team outing task #1076,Medium
طلب شراء أجهزة كمبيوتر جديدة رقم 148,Medium
Weekly team sync task #690,Medium
نشاط ترفيهي للفريق الأسبوع القادم رقم 873,High
تحديث أمني هام جداً رقم 3457,High
Check emails task #1811,Medium
Weekly team sync task #3068,Low
إرسال التقرير النهائي غداً رقم 2213,High
Book travel tickets for conference task #3308,Medium
Team feedback session task #4377,Medium
إجراء نسخ احتياطي لقاعدة البيانات رقم 2576,Medium
Submit annual financial report task #2107,High
Prepare monthly KPI dashboard task #1222,Medium
Fix login issue reported by users task #2142,High
تحضير عرض تقديمي للاجتماع رقم 3538,High
تصحيح خطأ في بوابة الدفع رقم 3921,Medium
الرد على استفسارات العملاء رقم 1192,Medium
إجراء نسخ احتياطي لقاعدة البيانات رقم 2031,High
Deploy release candidate task #4433,Medium
تصحيح خطأ في بوابة الدفع رقم 1709,High
Prepare monthly KPI dashboard task #4112,Medium
نشر التحديثات الجديدة على السيرفر رقم 1932,High
Fix login issue reported by users task #391,Low
نشاط ترفيهي للفريق الأسبوع القادم رقم 2227,Medium
متابعة الفاتورة مع المورد رقم 4560,Medium
متابعة الفاتورة مع المورد رقم 4958,Medium
طلب شراء أجهزة كمبيوتر جديدة رقم 2203,Medium
الرد على استفسارات العملاء رقم 3778,Medium
Check emails task #1377,High
تحديث مستندات المشروع رقم 3447,High
Prepare for board meeting task #7,Medium
Plan for team outing task #1017,Medium
تخطيط لحملة تسويقية رقم 4949,Medium
تحضير عرض تقديمي للاجتماع رقم 2257,Low
Submit annual financial report task #1506,Medium
Set up monitoring alerts task #3866,Low
Set up monitoring alerts task #2210,Medium
Set up monitoring alerts task #188,High
تنظيم تدقيق ربعي رقم 4650,Medium
Handle customer refund request task #4543,Medium
Book travel tickets for conference task #732,Medium
Check emails task #3012,Medium
تحديث أمني هام جداً رقم 4277,Medium
Refactor legacy code task #3493,Low
Submit annual financial report task #1620,Medium
Create timeline for new project task #807,Medium
تحديث أمني هام جداً رقم 3184,Medium
مراجعة الكود للميزة الجديدة رقم 1066,High
Team feedback session task #4190,Low
نشر التحديثات الجديدة على السيرفر رقم 4636,High
تصحيح خطأ في بوابة الدفع رقم 2307,High
مراجعة الكود للميزة الجديدة رقم 4353,Low
نشاط ترفيهي للفريق الأسبوع القادم رقم 1908,Medium
تحضير عرض تقديمي للاجتماع رقم 4265,Medium
إرسال التقرير النهائي غداً رقم 4101,High
تحضير عرض تقديمي للاجتماع رقم 1951,Medium
مراجعة الكود للميزة الجديدة رقم 4149,Low
إجراء نسخ احتياطي لقاعدة البيانات رقم 4520,Medium
شكوى من العميل - يجب حلها فوراً رقم 2302,Medium
الرد على استفسارات العملاء رقم 374,Medium
الرد على استفسارات العملاء رقم 3655,Medium
شكوى من العميل - يجب حلها فوراً رقم 3567,Medium
شكوى من العميل - يجب حلها فوراً رقم 2504,Medium
مراجعة الكود للميزة الجديدة رقم 76,High
Team feedback session task #2127,Medium
التحقق من البريد الإلكتروني رقم 2451,Medium
تحديث أمني هام جداً رقم 4069,Medium
Weekly team sync task #1659,Medium
طلب شراء أجهزة كمبيوتر جديدة رقم 3179,Low
Refactor legacy code task #2559,Medium
Create timeline for new project task #2315,Low
Schedule interviews for new hires task #2269,Medium
تحديث مستندات المشروع رقم 4833,High
Fix production bug urgently task #2906,High
Order new printers task #3780,Low
Prepare for board meeting task #2085,Low
Fix production bug urgently task #748,Medium
مراجعة الكود للميزة الجديدة رقم 4545,Medium
Weekly team sync task #2558,Medium
Submit annual financial report task #209,Medium
Refactor legacy code task #1506,High
Team feedback session task #3850,Medium
Set up monitoring alerts task #3358,Medium
Create timeline for new project task #2952,High
Handle customer refund request task #4947,Medium
Respond to client complaints immediately task #4507,Medium
Order new printers task #1492,Medium
Prepare monthly KPI dashboard task #1565,Low
شكوى من العميل - يجب حلها فوراً رقم 1145,Medium
الرد على استفسارات العملاء رقم 3990,Low
Prepare monthly KPI dashboard task #1648,High
نشر التحديثات الجديدة على السيرفر رقم 2124,High
Weekly team sync task #545,High
Fix production bug urgently task #1061,High
اجتماع الفريق الأسبوعي رقم 786,Medium
Deploy release candidate task #912,Medium
Update antivirus software task #2966,Medium
Prepare monthly KPI dashboard task #3995,High
نشر التحديثات الجديدة على السيرفر رقم 2679,High
Team feedback session task #766,Medium
نشر التحديثات الجديدة على السيرفر رقم 2052,Medium
إجراء نسخ احتياطي لقاعدة البيانات رقم 4970,Low
تصحيح خطأ في بوابة الدفع رقم 1427,High
Respond to client complaints immediately task #4629,High
إرسال التقرير النهائي غداً رقم 4139,Medium
تحضير عرض تقديمي للاجتماع رقم 4508,High
تحضير عرض تقديمي للاجتماع رقم 4742,High
Schedule interviews for new hires task #337,High
Plan for team outing task #4477,Medium
تنظيم تدقيق ربعي رقم 3411,Medium
متابعة الفاتورة مع المورد رقم 3402,Low
Handle customer refund request task #3523,Low
طلب شراء أجهزة كمبيوتر جديدة رقم 4873,Low
جدولة إجازة رقم 1123,High
Daily standup notes task #1082,High
Refactor legacy code task #4452,Low
شكوى من العميل - يجب حلها فوراً رقم 1594,Medium
Deploy release candidate task #4034,High
Handle customer refund request task #2276,Medium
Prepare for board meeting task #2401,Medium
تخطيط لحملة تسويقية رقم 3223,High
إجراء نسخ احتياطي لقاعدة البيانات رقم 69,High
Fix production bug urgently task #4555,Medium
Check emails task #1851,Low
Fix production bug urgently task #425,High
تصحيح خطأ في بوابة الدفع رقم 3596,Medium
تصحيح خطأ في بوابة الدفع رقم 225,High
Handle customer refund request task #2300,High
Schedule interviews for new hires task #1325,Medium
تخطيط لحملة تسويقية رقم 835,Medium
Prepare for board meeting task #2070,Medium
Set up monitoring alerts task #2124,Medium
Prepare for board meeting task #2298,Medium
تحضير عرض تقديمي للاجتماع رقم 4166,Medium
Create timeline for new project task #540,High
Respond to client complaints immediately task #559,Medium
متابعة الفاتورة مع المورد رقم 2584,High
Update antivirus software task #4392,High
Respond to client complaints immediately task #2588,Medium
Daily standup notes task #2932,High
Deploy release candidate task #3760,Medium
إرسال التقرير النهائي غداً رقم 3405,Medium
Create timeline for new project task #2095,Medium
Team feedback session task #3204,Medium
طلب شراء أجهزة كمبيوتر جديدة رقم 95,Low
متابعة الفاتورة مع المورد رقم 3907,Low
اجتماع الفريق الأسبوعي رقم 3606,High
نشاط ترفيهي للفريق الأسبوع القادم رقم 1602,Low
Create timeline for new project task #2694,High
Daily standup notes task #3928,Medium
تصحيح خطأ في بوابة الدفع رقم 3820,High
شكوى من العميل - يجب حلها فوراً رقم 1529,High
نشاط ترفيهي للفريق الأسبوع القادم رقم 1679,Medium
Deploy release candidate task #3417,Medium
مراجعة الكود للميزة الجديدة رقم 689,Medium
تنظيم تدقيق ربعي رقم 223,Low
تحديث مستندات المشروع رقم 2887,Low
اجتماع الفريق الأسبوعي رقم 3970,Medium
Submit annual financial report task #4723,Medium
Prepare for board meeting task #893,Low
Check emails task #1624,High
Weekly team sync task #4380,Medium
تحضير عرض تقديمي للاجتماع رقم 2305,High
اجتماع الفريق الأسبوعي رقم 3336,High
إجراء نسخ احتياطي لقاعدة البيانات رقم 3970,High
إصلاح عاجل لمشكلة في الخادم رقم 400,Medium
تحضير عرض تقديمي للاجتماع رقم 229,Medium
تصحيح خطأ في بوابة الدفع رقم 27,High
Submit annual financial report task #3060,Medium
Prepare monthly KPI dashboard task #4917,Medium
Order new printers task #4074,Medium
التحقق من البريد الإلكتروني رقم 4495,Medium
تحضير عرض تقديمي للاجتماع رقم 2174,Medium
شكوى من العميل - يجب حلها فوراً رقم 3009,Medium
نشر التحديثات الجديدة على السيرفر رقم 489,High
إرسال التقرير النهائي غداً رقم 1518,Low
تنظيم تدقيق ربعي رقم 899,High
Update antivirus software task #3505,High
Create timeline for new project task #1829,Medium
طلب شراء أجهزة كمبيوتر جديدة رقم 3242,Medium
تحديث مستندات المشروع رقم 2343,Low
جدولة إجازة رقم 3503,Low
Prepare monthly KPI dashboard task #4766,Medium
Respond to client complaints immediately task #4075,Medium
Update antivirus software task #3809,Medium
طلب شراء أجهزة كمبيوتر جديدة رقم 2347,Medium
Update antivirus software task #328,Medium
تصحيح خطأ في بوابة الدفع رقم 1670,Low
إجراء نسخ احتياطي لقاعدة البيانات رقم 3049,Low
Plan for team outing task #370,Medium
Set up monitoring alerts task #4907,Medium
Fix login issue reported by users task #3442,High
Handle customer refund request task #466,Medium
Prepare monthly KPI dashboard task #4045,High
طلب شراء أجهزة كمبيوتر جديدة رقم 2078,High
تخطيط لحملة تسويقية رقم 1482,High
Prepare monthly KPI dashboard task #1486,Medium
متابعة الفاتورة مع المورد رقم 1182,High
اجتماع الفريق الأسبوعي رقم 3348,Medium
تحضير عرض تقديمي للاجتماع رقم 1628,Medium
طلب شراء أجهزة كمبيوتر جديدة رقم 1833,High
Order new printers task #2873,Medium
طلب شراء أجهزة كمبيوتر جديدة رقم 2344,Medium
Create timeline for new project task #2925,Medium
Fix production bug urgently task #3380,High
إصلاح عاجل لمشكلة في الخادم رقم 430,High
Deploy release candidate task #4288,Medium
Fix production bug urgently task #2466,Low
Submit annual financial report task #1306,Medium
تنظيم تدقيق ربعي رقم 629,Low
Prepare monthly KPI dashboard task #1477,Medium
Set up monitoring alerts task #1018,Medium
الرد على استفسارات العملاء رقم 4689,Low
Create timeline for new project task #4073,High
شراء مستلزمات المكتب رقم 2366,Low
تصحيح خطأ في بوابة الدفع رقم 1636,Medium
Update antivirus software task #1826,Medium
تصحيح خطأ في بوابة الدفع رقم 2206,High
Team feedback session task #150,Medium
تنظيم تدقيق ربعي رقم 2779,High
Order new printers task #1797,Low
اجتماع الفريق الأسبوعي رقم 168,Low
Daily standup notes task #3167,Medium
Refactor legacy code task #3906,High
Update antivirus software task #2660,Medium
Deploy release candidate task #202,Medium
إجراء نسخ احتياطي لقاعدة البيانات رقم 2425,High
Book travel tickets for conference task #3398,High
Prepare for board meeting task #4935,Medium
نشاط ترفيهي للفريق الأسبوع القادم رقم 566,Medium
Fix production bug urgently task #2767,Low
طلب شراء أجهزة كمبيوتر جديدة رقم 4233,High
Create timeline for new project task #1352,Low
متابعة الفاتورة مع المورد رقم 3874,High
متابعة الفاتورة مع المورد رقم 624,Medium
Daily standup notes task #4064,Medium
Order new printers task #3658,Low
Book travel tickets for conference task #82,Medium
Submit annual financial report task #580,Medium
Submit annual financial report task #566,Medium
شكوى من العميل - يجب حلها فوراً رقم 61,Medium
Deploy release candidate task #1967,High
طلب شراء أجهزة كمبيوتر جديدة رقم 1826,High
طلب شراء أجهزة كمبيوتر جديدة رقم 3125,Medium
Set up monitoring alerts task #2307,Medium
Daily standup notes task #4451,Low
Refactor legacy code task #3018,Medium
Check emails task #1091,Medium
جدولة إجازة رقم 4910,Medium
Prepare monthly KPI dashboard task #3642,Medium
Plan for team outing task #931,Medium
متابعة الفاتورة مع المورد رقم 2040,High
Submit annual financial report task #1338,Low
Handle customer refund request task #3574,Medium
Check emails task #2870,Low
Book travel tickets for conference task #396,High
جدولة إجازة رقم 2619,High
إصلاح عاجل لمشكلة في الخادم رقم 1671,Low
اجتماع الفريق الأسبوعي رقم 3577,Low
Team feedback session task #34,Medium
Fix login issue reported by users task #3588,Medium
Daily standup notes task #766,High
طلب شراء أجهزة كمبيوتر جديدة رقم 2852,Low
شراء مستلزمات المكتب رقم 2628,Medium
تحضير عرض تقديمي للاجتماع رقم 987,Medium
Schedule interviews for new hires task #1498,Medium
Plan for team outing task #4312,Medium
Handle customer refund request task #116,Medium
تنظيم تدقيق ربعي رقم 3173,Medium
Prepare monthly KPI dashboard task #2610,High
Respond to client complaints immediately task #4491,High
تصحيح خطأ في بوابة الدفع رقم 252,Medium
إجراء نسخ احتياطي لقاعدة البيانات رقم 4576,High
مراجعة الكود للميزة الجديدة رقم 4444,Medium
Respond to client complaints immediately task #516,High
تنظيم تدقيق ربعي رقم 4162,Medium
Plan for team outing task #1735,Medium
تحديث أمني هام جداً رقم 2992,Medium
Weekly team sync task #2447,High
Submit annual financial report task #2684,Low
إصلاح عاجل لمشكلة في الخادم رقم 3287,Medium
Submit annual financial report task #4538,Medium
مراجعة الكود للميزة الجديدة رقم 3249,High
إرسال التقرير النهائي غداً رقم 2409,Medium
Fix login issue reported by users task #944,High
طلب شراء أجهزة كمبيوتر جديدة رقم 1605,Low
Fix login issue reported by users task #1050,High
تحديث مستندات المشروع رقم 3753,High
مراجعة الكود للميزة الجديدة رقم 3898,Low
الرد على استفسارات العملاء رقم 1981,Low
تحضير عرض تقديمي للاجتماع رقم 2837,Low
طلب شراء أجهزة كمبيوتر جديدة رقم 2603,Low
تحضير عرض تقديمي للاجتماع رقم 1260,Low
Check emails task #2114,High
Handle customer refund request task #2078,Medium
Team feedback session task #1035,Medium
Set up monitoring alerts task #991,Medium
Fix production bug urgently task #2019,Medium
شكوى من العميل - يجب حلها فوراً رقم 918,Medium
Check emails task #4593,Low
Fix login issue reported by users task #2066,Medium
مراجعة الكود للميزة الجديدة رقم 2034,Medium
الرد على استفسارات العملاء رقم 1611,High
تصحيح خطأ في بوابة الدفع رقم 1772,Medium
Submit annual financial report task #709,Medium
تحضير عرض تقديمي للاجتماع رقم 2128,Medium
إجراء نسخ احتياطي لقاعدة البيانات رقم 1511,High
اجتماع الفريق الأسبوعي رقم 1236,Low
تحديث مستندات المشروع رقم 2633,High
Fix login issue reported by users task #3620,Low
تحديث أمني هام جداً رقم 86,Medium
تصحيح خطأ في بوابة الدفع رقم 1572,Medium
Set up monitoring alerts task #291,Medium
إصلاح عاجل لمشكلة في الخادم رقم 2296,Medium
Book travel tickets for conference task #1,Medium
Team feedback session task #4357,Medium
Prepare for board meeting task #2943,High
طلب شراء أجهزة كمبيوتر جديدة رقم 1858,High
Update antivirus software task #1838,Medium
Handle customer refund request task #3367,High
إجراء نسخ احتياطي لقاعدة البيانات رقم 2500,Medium
تحضير عرض تقديمي للاجتماع رقم 2153,Low
تحديث أمني هام جداً رقم 269,High
متابعة الفاتورة مع المورد رقم 1341,Medium
التحقق من البريد الإلكتروني رقم 4930,Medium
متابعة الفاتورة مع المورد رقم 1096,Low
Fix login issue reported by users task #2586,Medium
Update antivirus software task #740,Low
التحقق من البريد الإلكتروني رقم 2531,Medium
التحقق من البريد الإلكتروني رقم 4944,Low
Check emails task #850,High
اجتماع الفريق الأسبوعي رقم 3215,Low
إرسال التقرير النهائي غداً رقم 125,Medium
طلب شراء أجهزة كمبيوتر جديدة رقم 3556,High
طلب شراء أجهزة كمبيوتر جديدة رقم 4591,High
تنظيم تدقيق ربعي رقم 1504,High
Prepare monthly KPI dashboard task #3474,Medium
إرسال التقرير النهائي غداً رقم 3879,Medium
Prepare monthly KPI dashboard task #2419,Medium
Deploy release candidate task #2712,High
Daily standup notes task #2749,Medium
نشاط ترفيهي للفريق الأسبوع القادم رقم 486,Medium
جدولة إجازة رقم 2471,Low
تخطيط لحملة تسويقية رقم 4726,High
شكوى من العميل - يجب حلها فوراً رقم 2113,Medium
التحقق من البريد الإلكتروني رقم 803,Medium
متابعة الفاتورة مع المورد رقم 594,Medium
تنظيم تدقيق ربعي رقم 799,Low
شكوى من العميل - يجب حلها فوراً رقم 1413,Low
Create timeline for new project task #3851,High
تخطيط لحملة تسويقية رقم 3705,Medium
Team feedback session task #2712,Medium
Fix login issue reported by users task #2971,High
Order new printers task #1122,Medium
Weekly team sync task #208,High
شكوى من العميل - يجب حلها فوراً رقم 2082,High
Prepare monthly KPI dashboard task #2015,Low
طلب شراء أجهزة كمبيوتر جديدة رقم 4074,Medium
Submit annual financial report task #397,Low
Plan for team outing task #2718,High
متابعة الفاتورة مع المورد رقم 74,High
تحضير عرض تقديمي للاجتماع رقم 2348,High
متابعة الفاتورة مع المورد رقم 2769,Medium
تحديث أمني هام جداً رقم 946,High
Weekly team sync task #1959,High
Team feedback session task #3113,Medium
Book travel tickets for conference task #4114,Medium
Weekly team sync task #1063,Medium
Weekly team sync task #3778,High
Create timeline for new project task #1050,Low
تحديث أمني هام جداً رقم 1655,Medium
Refactor legacy code task #2444,High
التحقق من البريد الإلكتروني رقم 1771,Low
Prepare for board meeting task #4560,High
تخطيط لحملة تسويقية رقم 3434,Medium
تخطيط لحملة تسويقية رقم 4987,Medium
Submit annual financial report task #3064,Medium
مراجعة الكود للميزة الجديدة رقم 1071,Medium
Schedule interviews for new hires task #454,Low
مراجعة الكود للميزة الجديدة رقم 393,High
Respond to client complaints immediately task #226,Medium
إرسال التقرير النهائي غداً رقم 2005,Medium
التحقق من البريد الإلكتروني رقم 2926,Low
تحضير عرض تقديمي للاجتماع رقم 2131,High
Team feedback session task #3418,Low
Daily standup notes task #1549,Medium
Submit annual financial report task #514,Medium
جدولة إجازة رقم 4198,Low
Book travel tickets for conference task #2986,Medium
Handle customer refund request task #788,Medium
اجتماع الفريق الأسبوعي رقم 394,High
Handle customer refund request task #751,Low
متابعة الفاتورة مع المورد رقم 4645,Low
جدولة إجازة رقم 4532,Medium
Check emails task #3396,Medium
تنظيم تدقيق ربعي رقم 597,High
تنظيم تدقيق ربعي رقم 3056,Medium
Set up monitoring alerts task #4364,Low
Schedule interviews for new hires task #1444,Medium
Submit annual financial report task #933,Medium
Refactor legacy code task #3780,High
تصحيح خطأ في بوابة الدفع رقم 3855,Medium
Prepare monthly KPI dashboard task #2536,Low
Refactor legacy code task #3000,Low
Team feedback session task #1829,High
Respond to client complaints immediately task #1821,Medium
Deploy release candidate task #4993,High
جدولة إجازة رقم 794,Low
متابعة الفاتورة مع المورد رقم 27,Medium
Schedule interviews for new hires task #2099,Low
تخطيط لحملة تسويقية رقم 2843,Low
Book travel tickets for conference task #3769,High
Set up monitoring alerts task #3420,Medium
نشاط ترفيهي للفريق الأسبوع القادم رقم 355,High
طلب شراء أجهزة كمبيوتر جديدة رقم 1999,Low
تحديث أمني هام جداً رقم 3648,High
Create timeline for new project task #3350,Medium
تحديث مستندات المشروع رقم 195,Medium
Plan for team outing task #1829,Low
جدولة إجازة رقم 1289,High
Deploy release candidate task #398,Medium
تخطيط لحملة تسويقية رقم 4240,Medium
متابعة الفاتورة مع المورد رقم 3234,Medium
Respond to client complaints immediately task #2880,High
اجتماع الفريق الأسبوعي رقم 4145,Medium
Prepare for board meeting task #1089,High
إصلاح عاجل لمشكلة في الخادم رقم 1076,High
Schedule interviews for new hires task #2535,High
تصحيح خطأ في بوابة الدفع رقم 4890,High
Check emails task #4724,Low
Fix production bug urgently task #71,Medium
Plan for team outing task #4352,High
نشر التحديثات الجديدة على السيرفر رقم 1149,Low
Order new printers task #3918,Medium
شراء مستلزمات المكتب رقم 4739,High
Schedule interviews for new hires task #4974,High
Order new printers task #404,Medium
شكوى من العميل - يجب حلها فوراً رقم 632,High
Deploy release candidate task #661,Medium
تصحيح خطأ في بوابة الدفع رقم 3107,High
Prepare monthly KPI dashboard task #3593,High
Schedule interviews for new hires task #4283,Medium
تصحيح خطأ في بوابة الدفع رقم 627,Medium
Weekly team sync task #633,Medium
Respond to client complaints immediately task #2947,Medium
الرد على استفسارات العملاء رقم 1444,Low
إجراء نسخ احتياطي لقاعدة البيانات رقم 383,Medium
إرسال التقرير النهائي غداً رقم 445,Medium
Refactor legacy code task #4368,Medium
Check emails task #440,High
تحديث مستندات المشروع رقم 1071,Low
Update antivirus software task #1999,Medium
Schedule interviews for new hires task #2640,High
إرسال التقرير النهائي غداً رقم 2837,Medium
التحقق من البريد الإلكتروني رقم 3681,Medium
متابعة الفاتورة مع المورد رقم 2321,High
Fix login issue reported by users task #1961,High
Update antivirus software task #4754,Medium
Set up monitoring alerts task #1831,Low
Book travel tickets for conference task #1456,High
نشر التحديثات الجديدة على السيرفر رقم 2613,Medium
Daily standup notes task #3892,Medium
Handle customer refund request task #1252,Medium
تحضير عرض تقديمي للاجتماع رقم 3647,Low
تحديث مستندات المشروع رقم 4936,Medium
تخطيط لحملة تسويقية رقم 136,Low
جدولة إجازة رقم 3194,High
Schedule interviews for new hires task #2024,High
Prepare for board meeting task #702,Medium
تحديث أمني هام جداً رقم 32,High
Order new printers task #424,High
Create timeline for new project task #3868,Medium
شكوى من العميل - يجب حلها فوراً رقم 2484,Medium
Check emails task #3497,High
Schedule interviews for new hires task #394,Medium
إجراء نسخ احتياطي لقاعدة البيانات رقم 2064,Low
Set up monitoring alerts task #4195,Medium
شراء مستلزمات المكتب رقم 3436,Medium
نشر التحديثات الجديدة على السيرفر رقم 1964,Medium
Create timeline for new project task #676,High
Refactor legacy code task #2576,Medium
Plan for team outing task #4034,Medium
شراء مستلزمات المكتب رقم 935,Low
نشاط ترفيهي للفريق الأسبوع القادم رقم 2957,Medium
نشاط ترفيهي للفريق الأسبوع القادم رقم 1978,High
Respond to client complaints immediately task #2318,Low
